,user_id,first_order_time,first_order_price,age_month,city_num,platform_num,model_num,app_num,login_day,login_diff_time,distance_day,login_time,launch_time,chinese_subscribe_num,math_subscribe_num,add_friend,add_group,camp_num,learn_num,finish_num,study_num,coupon,course_order_num,main_home,main_home2,mainpage,schoolreportpage,main_mime,lightcoursetab,main_learnpark,partnergamebarrierspage,evaulationcenter,coupon_visit,click_buy,progress_bar,ppt,task,video_play,video_read,next_nize,answer_task,chapter_module,course_tab,slide_subscribe,baby_info,click_notunlocked,share,click_dialog,result
3897,2000002690122855,2019/3/9 8:18,9.0,52,北京,13.557,13.5328,1,4,0.75,19,132,1,1,0,1,1,2,4,3,0,2,1,68,55,0,3,3,0,0,0,0,0,0,0,40,31,68,66,66,5,9,9,4,0,2,12,0,1
3898,2000002690123134,2019/3/9 8:42,9.0,35,钦州,9.2969,6.0084,1,5,0.8,65,55,2,0,0,1,1,2,7,6,0,3,0,87,58,3,14,0,1,0,0,0,0,0,0,15,25,55,47,58,10,4,10,3,0,1,15,0,1
3899,2000002690124495,2019/3/9 10:01,9.0,36,苏州,9.2969,8.4355,1,4,0.75,22,175,0,1,1,1,1,4,7,6,1,0,0,144,52,16,14,0,0,0,0,0,0,0,0,22,71,537,143,366,24,25,18,8,0,2,42,0,1
3901,2000002690126629,2019/3/9 11:57,9.0,60,临沧,13.557,10.9934,1,4,0.75,12,346,1,1,1,1,1,3,5,4,1,0,0,101,85,3,3,0,0,0,0,0,0,0,0,41,27,27,36,35,9,38,60,5,5,1,5,2,1
3902,2000002690128249,2019/3/9 12:57,0.0,113,南宁,9.2969,8.4537,1,5,0.8,34,35,1,1,0,1,1,1,5,5,0,1,2,53,72,4,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1,14,0,1
3903,2000002690129981,2019/3/9 14:00,0.0,74,成都,13.557,5.6734,1,4,1.0,28,80,1,1,0,1,1,2,8,8,1,1,1,83,90,0,1,0,0,0,0,2,0,0,4,40,31,65,62,46,25,50,60,14,3,10,9,1,1
3904,2000002690131274,2019/3/9 14:41,9.0,50,南昌,13.557,5.6734,1,4,0.75,5,35,0,1,0,1,1,2,3,3,0,2,0,76,30,0,0,0,0,0,0,0,0,0,0,60,33,48,66,44,4,9,10,5,0,2,11,1,1
3905,2000002690131481,2019/3/9 14:54,0.0,62,成都,9.2969,4.5709,1,4,0.75,19,65,0,1,0,1,1,2,6,6,1,0,0,91,38,8,8,3,0,2,0,5,0,0,0,42,31,20,65,36,34,25,25,6,0,5,10,0,1
3906,2000002690132382,2019/3/9 15:41,0.0,90,武汉,13.557,24.0354,1,3,0.67,27,123,0,0,0,1,1,2,4,3,0,1,0,27,42,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,37,5,0,2,2,0,1
3907,2000002690133617,2019/3/9 16:39,0.0,56,东莞,13.557,13.5328,1,4,0.75,21,170,0,0,1,1,1,2,3,1,1,1,0,78,64,0,0,0,0,1,0,0,0,0,2,9,6,6,4,16,1,22,29,2,0,0,0,0,1
3908,2000002690134599,2019/3/9 17:05,0.0,57,成都,9.2969,13.3198,1,2,1.0,38,12,1,0,0,1,1,2,0,0,1,1,0,18,10,1,0,0,0,0,0,0,0,0,0,9,7,3,10,7,9,3,2,2,5,0,0,1,1
3910,2000002690146811,2019/3/9 20:36,9.0,63,郑州,13.557,10.3925,1,4,0.75,17,49,2,1,0,1,1,3,5,4,0,0,0,93,90,2,6,0,0,0,0,0,0,0,0,25,33,37,67,49,6,6,3,4,3,1,18,2,1
3911,2000002690151304,2019/3/9 23:31,0.0,57,绵阳,9.2969,13.5593,1,5,0.8,19,47,0,1,0,1,1,2,3,3,1,1,0,99,49,13,11,1,0,0,0,0,0,0,0,147,44,34,66,103,19,10,17,6,6,2,13,2,1
3912,2000002690155793,2019/3/9 23:23,1.0,56,杭州,13.557,5.6734,1,3,0.67,26,53,0,1,0,1,1,1,2,2,0,0,0,39,20,0,2,2,0,1,0,2,0,0,0,17,14,13,18,18,0,2,15,1,5,1,6,1,1
3915,2000002690156885,2019/3/10 7:11,9.0,53,荆门,9.2969,16.9492,1,4,1.25,92,10,0,1,0,1,1,1,3,5,0,1,1,29,21,2,0,0,0,0,0,0,0,0,0,8,9,7,20,7,9,4,0,0,0,0,11,0,1
3916,2000002690156935,2019/3/10 7:13,1.0,39,桂林,9.2969,9.3986,1,2,0.5,60,17,0,1,0,1,1,1,1,0,0,1,2,19,7,4,0,0,0,0,0,0,0,0,0,0,10,6,1,28,0,5,0,2,0,0,0,0,1
3918,2000002690160442,2019/3/10 11:09,0.0,65,福州,9.2969,10.2305,1,4,1.5,17,38,0,0,0,1,1,2,2,2,1,1,0,89,59,1,4,0,0,0,0,0,0,0,0,33,28,24,46,28,12,2,41,1,5,0,7,1,1
3919,2000002690160450,2019/3/10 11:09,0.0,70,福州,13.557,11.2154,1,6,0.83,20,40,3,1,0,1,1,2,1,2,1,1,1,122,108,3,4,1,0,8,4,27,0,0,0,59,35,34,44,44,1,44,36,4,0,5,10,0,1
3920,2000002690160714,2019/3/10 11:13,0.0,56,福州,13.557,20.3765,1,3,0.67,18,61,0,0,0,1,1,2,1,1,1,2,1,66,60,0,3,0,0,2,0,3,0,0,0,37,24,34,27,41,0,20,12,4,5,2,11,2,1
3921,2000002690161156,2019/3/10 11:28,0.0,69,长沙,9.2969,10.1987,1,3,0.67,26,264,0,1,1,1,1,1,3,3,1,3,0,64,35,4,1,0,0,0,0,0,0,0,0,27,23,11,57,14,19,3,5,0,5,0,9,2,1
3922,2000002690161642,2019/3/10 11:45,0.0,42,长沙,9.2969,11.3667,1,3,0.67,26,36,0,0,0,1,1,1,2,2,0,2,1,44,9,1,6,0,0,0,0,0,0,0,0,38,20,65,43,34,17,8,0,1,0,0,20,0,1
3923,2000002690161984,2019/3/10 11:58,0.0,80,福州,13.557,10.8966,1,3,0.67,21,19,0,1,0,1,1,1,1,1,1,1,0,38,19,0,2,1,0,0,0,0,0,0,0,26,15,31,14,21,0,0,0,0,3,0,4,1,1
3924,2000002690163279,2019/3/10 12:56,0.0,40,十堰,9.2969,6.0933,1,6,0.83,17,58,4,1,0,1,1,1,4,4,1,6,7,71,127,15,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,17,2,8,5,3,0,1,1
3927,2000002690175407,2019/3/10 18:54,0.0,72,福州,13.557,10.8966,1,4,1.25,21,94,2,1,0,1,1,1,1,1,1,1,1,157,116,0,0,3,0,0,0,0,0,0,0,82,61,72,70,288,3,27,8,2,7,8,6,1,1
3928,2000002690180443,2019/3/30 18:15,9.0,58,苏州,13.557,8.1782,1,2,0.5,28,80,1,1,0,1,1,3,5,4,0,1,0,0,23,9,1,1,0,0,0,0,0,0,0,19,23,44,28,40,0,12,11,4,0,4,5,1,1
3929,2000002690181233,2019/3/10 20:10,0.0,49,福州,9.2969,6.1002,1,4,0.75,25,187,3,1,0,1,1,2,12,12,1,5,1,306,151,7,16,2,4,9,7,12,0,0,0,92,140,237,230,302,37,39,102,4,0,6,34,0,1
3931,2000002690185456,2019/3/10 20:56,9.0,57,济南,9.2969,15.7618,1,3,0.67,26,51,1,1,0,1,1,0,4,4,1,0,0,98,77,2,0,0,6,0,0,0,0,0,0,34,31,16,29,29,12,3,2,3,0,2,4,0,1
3932,2000002690192492,2019/3/10 22:29,0.0,65,长沙,9.2969,8.2938,1,4,1.5,26,46,1,0,0,1,1,2,3,3,0,1,1,86,57,10,6,1,0,0,0,0,0,0,0,45,30,16,35,30,12,14,1,6,5,4,7,1,1
3933,2000002690194221,2019/3/11 0:33,9.0,77,云浮,9.2969,3.8879,1,7,0.86,4,125,2,1,1,1,1,0,8,9,1,2,0,252,193,20,17,5,3,12,0,14,0,0,0,74,68,44,68,63,43,68,45,21,0,6,23,0,1
3935,2000002690417979,2019/3/9 9:34,9.0,28,锦州,9.2969,13.8517,1,5,0.8,21,37,1,0,0,1,1,2,10,10,0,0,2,173,120,5,20,1,8,1,0,1,0,0,219,35,39,60,81,67,17,20,78,3,0,2,21,0,1
3937,2000002690418904,2019/3/9 10:34,9.0,36,阳江,9.2969,9.9099,1,3,1.67,37,14,1,1,0,1,1,2,1,0,0,2,3,9,12,1,0,1,0,0,0,0,1,0,0,0,3,8,8,6,6,1,0,2,0,0,2,0,1
3938,2000002690426637,2019/3/9 16:09,0.0,70,福州,9.2969,4.7619,1,3,0.67,21,121,2,0,0,1,1,1,0,0,1,4,0,129,167,10,0,0,0,0,0,0,0,0,0,39,21,32,19,28,27,82,41,5,5,6,2,1,1
3941,2000002690428204,2019/3/9 17:02,9.0,49,青岛,9.2969,11.3667,1,4,0.75,15,149,1,1,1,1,1,4,5,6,1,0,0,132,71,9,10,0,1,0,0,1,0,0,10,32,59,71,47,203,11,39,25,5,0,3,23,0,1
3942,2000002690428271,2019/3/9 17:13,9.0,99,邯郸,9.2969,4.1152,1,6,1.0,42,155,2,1,0,1,1,4,12,11,1,4,7,221,193,32,19,4,7,9,12,20,0,0,118,101,55,134,114,92,38,80,196,24,0,14,40,0,1
3943,2000002690430319,2019/3/9 17:51,0.0,0,济南,9.2969,26.1905,1,1,0.0,141,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3944,2000002690438479,2019/3/9 20:02,0.0,78,苏州,9.2969,9.966000000000001,1,4,0.75,23,46,1,0,0,1,1,3,5,5,1,0,2,68,90,14,4,0,2,0,0,0,0,0,0,21,18,19,24,14,23,14,1,8,5,4,9,3,1
3945,2000002690443533,2019/3/9 20:58,0.0,74,成都,9.2969,1.7964,1,5,0.8,10,77,1,1,1,1,1,2,7,9,0,3,0,100,115,6,15,0,6,5,0,4,0,0,0,17,14,23,32,14,12,17,46,3,0,0,17,0,1
3946,2000002690445549,2019/3/9 21:24,0.0,48,成都,9.2969,9.3986,1,3,0.67,49,103,2,0,0,1,1,2,3,2,1,1,1,90,90,2,0,2,0,0,0,3,0,0,0,17,17,27,29,19,6,8,30,3,0,0,1,1,1
3951,2000002690456862,2019/3/10 12:10,0.0,74,福州,13.557,12.9528,1,3,0.67,21,217,2,0,0,1,1,1,1,1,1,2,0,73,79,0,4,0,0,0,0,0,0,0,0,64,37,37,35,56,3,20,11,11,0,3,11,1,1
3952,2000002690460056,2019/3/10 14:44,0.0,47,长沙,13.557,5.6734,1,5,1.0,19,289,0,1,1,1,1,3,6,4,1,1,1,104,71,1,3,1,0,0,0,0,0,0,3,54,36,207,41,75,3,11,25,5,0,3,12,0,1
3954,2000002690472772,2019/3/10 19:37,9.0,74,北京,9.2969,12.4578,1,2,0.5,23,71,1,1,1,1,1,0,3,5,0,0,0,76,63,2,6,0,1,2,0,4,0,0,0,54,34,26,51,40,18,14,12,8,0,1,6,2,1
3955,2000002690475371,2019/3/10 20:08,9.0,61,南充,9.2969,7.3446,1,3,0.67,25,301,1,1,0,1,1,1,4,4,0,1,0,73,35,10,10,0,4,1,0,0,0,0,0,34,28,24,53,28,18,13,4,2,0,5,15,0,1
3956,2000002690487832,2019/3/10 22:34,0.0,72,济南,9.2969,13.8517,1,3,0.67,18,37,0,0,1,1,1,1,1,2,1,2,0,66,25,0,8,0,0,1,0,0,0,0,0,25,26,14,34,21,9,0,16,0,0,0,8,0,1
3959,2000002694053539,2019/3/9 14:50,0.0,77,张家口,9.2969,13.3198,1,4,0.75,18,53,0,1,0,1,1,2,10,10,1,1,0,67,34,11,6,3,2,1,1,0,0,0,0,26,22,11,34,23,75,20,31,0,0,5,6,0,1
3962,2000002702078937,2019/3/10 21:32,0.0,71,贵阳,9.2969,11.3667,1,4,0.75,12,34,1,0,0,1,1,1,3,4,0,2,2,60,16,6,9,0,1,1,0,0,1,0,0,34,26,13,23,29,34,11,1,5,0,2,17,0,1
3963,2000002702447635,2019/3/11 20:01,0.0,73,洛阳,9.2969,4.6829,1,2,0.5,25,39,1,0,0,1,1,0,3,4,1,1,3,51,41,4,0,0,2,0,0,0,0,0,0,40,22,16,51,21,9,8,1,1,0,0,10,0,1
3964,2000002704997256,2019/3/11 9:38,0.0,111,石家庄,13.557,12.0343,1,4,0.75,11,110,2,1,0,1,1,3,11,11,1,1,0,60,54,1,4,0,0,1,5,1,0,0,27,25,28,29,29,63,6,42,42,15,3,4,19,1,1
3965,2000002711196594,2019/3/11 15:27,0.0,2,金华,13.557,11.2154,1,4,1.5,18,75,0,1,1,1,1,3,4,4,1,0,0,50,20,0,0,0,0,0,0,1,0,0,0,34,33,28,50,36,8,17,16,4,0,0,3,0,1
3966,2000002711198440,2019/3/11 16:35,9.0,40,佛山,9.2969,8.169,1,4,1.25,18,12,1,0,0,1,1,3,3,2,0,0,0,50,45,6,4,0,2,0,0,0,0,0,0,8,18,34,30,44,6,6,21,3,0,1,5,0,1
3967,2000002711200692,2019/3/11 17:37,0.0,65,重庆,9.2969,13.2503,1,2,0.5,25,42,0,1,0,1,1,2,2,2,1,0,2,50,26,1,4,0,0,0,0,0,0,0,0,42,19,16,19,29,6,2,10,1,5,0,4,1,1
3969,2000002711208516,2019/3/11 19:42,0.0,57,石家庄,9.2969,9.4272,1,6,0.83,22,75,1,0,0,1,1,2,3,3,1,1,0,107,90,5,2,3,2,1,0,6,0,0,124,60,29,22,64,28,15,16,22,6,0,3,2,1,1
3970,2000002711218775,2019/3/11 21:35,0.0,64,成都,9.2969,9.2147,1,5,1.0,25,150,0,1,1,1,1,2,3,3,1,1,0,79,53,6,10,1,1,5,0,3,0,0,0,33,31,33,43,28,14,9,23,2,0,0,9,0,1
3971,2000002711220351,2019/3/11 22:00,9.0,80,柳州,9.2969,4.3656,1,6,0.83,23,203,2,1,0,1,1,1,7,7,1,0,0,255,159,39,6,2,7,14,15,3,0,0,0,213,112,146,62,77,140,132,39,14,0,9,11,0,1
3972,2000002711227303,2019/3/12 8:55,0.0,74,洛阳,13.557,24.0354,1,2,0.5,11,851,0,1,0,1,1,2,3,3,1,1,0,32,3,0,0,0,0,0,0,0,0,0,0,33,30,33,53,42,3,6,2,5,3,0,2,1,1
3973,2000002711231059,2019/3/12 11:48,0.0,58,乌鲁木齐,9.2969,8.7649,1,3,0.67,14,28,0,1,0,1,1,2,2,2,0,0,0,64,20,1,0,1,0,1,0,0,0,0,0,44,32,18,34,31,12,1,1,0,5,0,0,1,1
3974,2000002711295886,2019/3/11 14:57,9.0,61,临沂,9.2969,6.3627,1,6,0.83,28,33,1,0,1,1,1,2,6,7,0,1,1,110,89,9,8,1,1,0,0,0,0,0,0,34,29,24,31,28,18,23,5,2,0,11,12,0,1
3976,2000002711313023,2019/3/11 20:24,9.0,79,桂林,9.2969,9.1205,1,7,0.86,23,127,1,1,1,1,1,4,6,6,1,2,1,140,100,25,8,4,6,4,0,11,0,0,15,34,43,93,67,59,41,43,49,13,8,5,10,1,1
3977,2000002711321667,2019/3/11 22:04,9.0,72,德宏傣族景颇族自治州,9.2969,12.4578,1,5,0.8,44,37,1,1,0,1,1,2,4,5,1,1,0,85,45,6,9,0,2,1,0,0,0,0,0,57,30,20,48,40,12,9,14,2,0,1,14,0,1
3978,2000002711322921,2019/3/11 22:37,0.0,73,呼和浩特,13.557,12.2061,1,5,0.8,24,119,0,1,0,1,1,2,5,5,1,1,2,115,65,0,1,0,0,0,0,0,0,0,0,39,29,32,35,39,2,8,28,2,4,0,5,1,1
3979,2000002711323452,2019/3/11 22:59,1.0,79,济南,9.2969,16.0105,1,1,0.0,42,0,0,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3981,2000002713773625,2019/3/12 12:18,0.0,61,北京,9.2969,13.3198,1,4,0.75,27,31,2,1,0,1,1,1,2,3,0,1,0,87,83,3,2,0,0,0,0,0,0,0,0,43,28,12,44,29,12,3,6,2,0,0,7,1,1
3983,2000002717703322,2019/3/14 23:13,0.0,55,西安,9.2969,15.5963,1,5,0.8,24,34,3,0,0,1,1,1,5,2,0,5,2,120,74,14,2,0,3,4,0,3,0,0,0,91,45,42,98,80,30,20,9,6,5,10,0,1,1
3984,2000002717709256,2019/3/16 8:15,0.0,58,重庆,9.2969,3.9306,1,3,0.67,65,64,1,1,0,1,1,1,5,5,1,3,0,86,81,3,2,1,1,0,0,1,0,0,0,37,28,45,55,28,19,11,9,17,0,3,8,0,1
3985,2000002718008399,2019/3/12 18:40,0.0,61,张家口,9.2969,15.6268,1,2,0.5,24,19,0,1,0,1,1,2,1,2,0,1,0,36,8,1,0,0,0,0,0,0,0,0,0,17,14,15,22,14,9,1,5,1,0,0,1,0,1
3986,2000002718016569,2019/3/12 20:36,0.0,42,杭州,9.2969,3.9306,1,4,0.75,17,36,1,0,0,1,1,3,3,3,0,1,0,79,26,2,14,0,0,0,0,0,0,0,0,63,35,24,45,48,20,2,1,2,5,0,14,1,1
3987,2000002718029101,2019/3/13 7:28,0.0,48,吉安,9.2969,13.8298,1,4,1.25,35,18,0,1,0,1,1,3,1,0,0,0,1,23,25,7,0,0,1,2,0,0,0,0,0,0,9,0,0,0,0,2,2,5,5,1,0,1,1
3988,2000002718029880,2019/4/7 10:31,0.0,117,阳江,9.2969,15.3846,1,7,0.86,12,40,1,0,1,1,1,1,4,4,1,0,1,71,86,7,0,1,12,1,0,0,0,0,0,0,0,0,0,0,2,26,8,6,6,6,0,2,1
3989,2000002718030389,2019/3/21 20:28,0.0,48,嘉兴,9.2969,10.9091,1,3,0.67,23,47,2,0,0,1,1,0,3,2,1,1,0,79,64,1,4,4,0,3,0,2,0,0,0,30,23,26,17,22,12,0,1,4,5,0,1,2,1
3990,2000002718033210,2019/3/13 9:50,9.0,66,无锡,13.557,13.5328,1,3,0.67,19,274,1,1,0,1,1,1,2,2,1,1,0,106,60,0,5,1,0,0,0,0,0,0,0,70,35,43,59,37,8,1,18,3,3,0,15,1,1
3991,2000002718039000,2019/3/13 12:53,0.0,63,绍兴,9.2969,9.1205,1,4,0.75,24,87,0,1,1,1,1,2,3,3,1,0,0,74,31,2,6,1,0,0,0,0,0,0,0,33,30,194,71,28,12,3,5,0,12,0,14,0,1
3993,2000002718039945,2019/3/13 13:16,9.0,58,巴音郭楞蒙古自治州,9.2969,9.3986,1,2,2.5,120,2,1,1,0,1,1,1,0,0,0,1,0,7,22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,0,0,1
3994,2000002718051196,2019/3/13 19:54,9.0,62,天津,13.557,18.4447,1,3,1.0,72,75,1,1,0,1,1,1,4,4,1,2,3,62,38,0,0,0,0,1,0,0,0,0,0,42,39,39,36,52,4,15,5,4,5,1,4,1,1
3995,2000002718057117,2019/3/13 22:05,0.0,78,盐城,9.2969,10.6286,1,7,0.86,25,126,4,1,1,1,1,2,6,6,1,6,0,191,237,39,23,7,43,31,32,28,3,0,103,52,29,14,20,28,17,85,43,32,5,17,10,1,1
3996,2000002718059215,2019/3/13 22:56,0.0,87,广州,13.557,12.2061,1,3,1.67,98,16,3,1,0,1,1,3,0,0,1,3,1,27,67,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,6,1,3,1,0,1,1
3997,2000002718065469,2019/3/14 10:29,9.0,74,廊坊,13.557,12.2061,1,2,0.5,31,102,1,0,0,1,1,0,1,2,0,1,0,43,48,0,5,1,0,4,3,8,0,0,0,15,8,16,13,13,0,5,4,5,0,1,4,0,1
3998,2000002718099920,2019/3/12 15:33,0.0,74,泉州,13.557,5.6734,1,5,0.8,26,192,2,1,1,1,1,2,5,5,1,1,0,114,91,0,3,3,0,0,0,5,0,0,0,25,22,44,32,27,0,7,11,1,0,0,6,0,1
3999,2000002718114065,2019/3/12 20:14,0.0,46,金华,9.2969,4.878,1,4,0.75,25,111,1,1,1,1,1,2,5,5,1,1,0,114,60,0,6,0,0,0,0,0,0,0,0,30,22,36,23,21,9,14,23,0,0,0,6,0,1
4000,2000002718130509,2019/3/13 9:34,0.0,55,赤峰,9.2969,4.699,1,3,1.0,46,92,1,1,0,1,1,2,4,1,0,1,1,46,29,0,2,0,0,0,0,0,0,0,0,43,15,23,21,21,6,3,0,0,0,0,6,0,1
4003,2000002718132728,2019/3/13 10:45,0.0,80,呼和浩特,13.557,8.1782,1,4,1.5,44,37,1,1,1,1,1,2,5,4,1,3,1,24,41,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,6,4,3,7,1,2,1
4005,2000002718161315,2019/3/14 9:30,0.0,75,常州,9.2969,11.2782,1,4,0.75,29,76,0,1,1,1,1,2,10,10,1,2,0,114,64,1,10,1,1,2,0,0,0,0,11,34,28,16,48,28,12,16,84,0,0,0,9,0,1
4007,2000002718178284,2019/3/14 21:42,0.0,60,重庆,9.2969,6.0933,1,4,0.75,28,42,3,1,0,1,1,1,4,4,1,1,1,108,87,1,8,0,0,0,0,0,0,0,0,43,36,42,73,29,18,0,2,0,0,0,13,0,1
4008,2000002718184678,2019/3/14 22:28,0.0,67,龙岩,9.2969,6.0519,1,4,0.75,20,42,1,1,1,1,1,1,2,2,0,1,2,71,24,1,2,0,0,0,0,0,0,0,0,46,33,52,28,41,12,1,0,2,12,0,14,1,1
4010,2000002718187683,2019/3/15 9:14,1.0,72,桂林,13.557,10.9934,1,6,0.83,20,273,1,1,0,1,1,2,3,5,1,1,0,166,72,0,3,0,0,2,0,10,0,0,7,80,63,81,102,87,11,33,34,13,0,0,14,0,1
4011,2000002718187807,2019/3/26 14:28,0.0,88,佛山,13.557,12.2061,1,2,0.5,25,47,0,1,1,1,1,1,5,3,0,2,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1
4014,2000002718191361,2019/3/15 13:42,9.0,75,贵阳,9.2969,10.6796,1,5,0.8,22,101,1,1,0,1,1,1,8,8,1,0,0,190,139,28,14,0,3,0,0,0,0,0,0,53,38,59,50,61,17,31,48,11,0,3,16,0,1
4015,2000002718192170,2019/3/15 13:50,0.0,65,重庆,9.2969,10.5263,1,2,0.5,37,55,0,1,0,1,1,0,2,2,0,1,1,43,22,0,0,0,0,0,0,0,0,0,0,25,23,27,38,27,4,0,2,0,0,0,1,1,1
4016,2000002718193990,2019/3/15 15:46,0.0,70,肇庆,9.2969,12.0752,1,3,1.67,74,1,0,1,0,1,1,2,0,0,1,5,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4017,2000002718194794,2019/3/15 16:29,0.0,49,福州,13.557,18.1818,1,2,0.5,15,105,0,0,1,1,1,2,2,2,0,2,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1
4018,2000002718303253,2019/3/12 16:23,0.0,61,成都,13.557,10.9934,1,2,1.0,44,57,0,1,0,1,1,2,1,1,0,1,0,34,25,0,1,0,0,0,0,0,0,0,0,19,14,48,46,21,2,0,2,0,0,0,2,1,1
4019,2000002721468651,2019/3/13 10:45,9.0,77,佛山,9.2969,10.0532,1,4,0.75,20,47,1,1,0,1,1,2,2,2,0,4,1,76,66,8,6,2,3,3,0,0,0,0,0,33,31,136,87,28,20,10,5,4,0,3,2,1,1
4020,2000002721475152,2019/3/13 11:45,0.0,90,石家庄,13.557,5.6734,1,3,1.0,43,4,0,0,0,1,1,1,1,1,0,1,1,23,29,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,4,3,0,0,1,1,1
4021,2000002728134079,2019/3/22 10:09,0.0,76,西安,9.2969,7.3192,1,2,0.5,41,29,1,0,0,1,1,3,2,2,1,1,4,38,13,2,2,0,0,0,0,0,0,0,0,17,14,10,26,18,6,0,3,1,0,0,2,1,1
4022,2000002728139674,2019/3/15 11:31,0.0,31,益阳,13.557,11.2154,1,3,1.33,77,8,0,1,0,1,1,1,3,0,0,1,0,31,45,0,0,0,0,0,0,0,0,0,0,13,6,45,9,21,0,1,26,2,0,0,0,0,1
4023,2000002731796021,2019/3/15 14:38,0.0,71,咸阳,13.557,10.8966,1,2,0.5,25,49,0,0,0,1,1,0,2,3,0,2,1,32,15,0,2,0,0,0,0,0,0,0,0,39,17,21,18,42,0,2,2,3,0,0,4,0,1
4024,2000002731796256,2019/3/15 15:05,0.0,86,天津,9.2969,23.3645,1,5,0.8,21,37,0,1,0,1,1,2,4,5,0,1,0,62,31,1,2,0,0,0,0,0,0,0,0,25,22,20,37,21,9,4,18,0,0,0,3,0,1
4025,2000002731814521,2019/3/15 21:02,0.0,66,重庆,13.557,10.9934,1,5,0.8,20,15,0,0,0,1,1,2,3,2,0,1,0,76,40,0,0,0,0,0,0,0,0,0,0,25,16,65,41,45,6,4,37,2,3,0,1,1,1
4026,2000002731821953,2019/3/16 1:02,0.0,75,宿迁,9.2969,21.7427,1,5,1.0,14,42,3,1,1,1,1,1,4,0,1,1,0,65,119,11,0,1,3,3,0,0,0,0,0,8,8,1,0,7,13,23,1,16,5,4,2,3,1
4027,2000002731822805,2019/3/16 22:58,0.0,54,广州,13.557,10.8966,1,3,0.67,61,26,0,0,0,1,1,2,2,1,0,1,3,39,18,0,0,2,0,1,0,3,0,0,0,42,14,29,10,14,5,0,6,0,3,0,1,1,1
4028,2000002731828206,2019/3/16 13:04,0.0,63,重庆,9.2969,16.53,1,4,1.5,17,35,0,0,0,1,1,2,1,1,1,1,1,57,39,1,4,0,0,0,0,0,0,0,0,19,14,27,28,14,6,2,0,3,0,3,8,0,1
4029,2000002731828675,2019/3/16 13:20,0.0,49,长沙,9.2969,8.0204,1,4,1.0,32,60,0,1,0,1,1,2,4,5,0,1,0,70,22,8,0,0,1,1,0,0,0,0,0,34,32,44,30,29,34,6,6,6,0,3,4,1,1
4030,2000002731829549,2019/3/16 13:53,0.0,76,重庆,13.557,13.5328,1,4,1.25,15,101,0,0,0,1,1,2,1,1,1,1,0,49,27,0,2,0,0,0,0,0,0,0,0,27,26,31,61,34,1,4,1,3,4,0,11,2,1
4031,2000002731830527,2019/3/16 14:44,0.0,54,呼和浩特,9.2969,6.0084,1,4,0.75,15,36,2,1,0,1,1,1,3,4,1,5,1,95,30,6,6,0,1,0,0,3,0,0,0,25,39,71,106,90,12,21,33,1,0,5,21,0,1
4034,2000002732620833,2019/3/16 5:29,0.0,81,渭南,9.2969,8.8253,1,4,0.75,24,49,1,1,0,1,1,1,6,6,1,1,1,44,62,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,48,0,0,0,1,0,1
4035,2000002732621656,2019/3/16 7:34,0.0,63,重庆,9.2969,13.3198,1,4,1.0,47,48,1,1,0,1,1,2,4,4,1,2,3,94,60,2,8,1,0,0,0,0,0,0,0,56,35,38,62,62,31,16,18,1,5,4,9,1,1
4037,2000002732627081,2019/3/16 12:53,0.0,57,重庆,9.2969,6.2976,1,5,1.2,15,48,0,1,0,1,1,2,2,2,1,2,0,90,64,1,2,0,0,0,0,0,0,0,0,34,31,22,35,31,12,9,13,2,0,0,6,2,1
4040,2000002733556090,2019/3/16 17:21,9.0,66,广州,9.2969,13.2503,1,5,1.2,43,20,0,0,0,1,1,1,3,3,1,3,0,63,20,6,2,0,1,4,0,0,0,0,0,35,28,23,45,35,15,6,8,5,0,3,1,0,1
4041,2000002733632762,2019/3/16 8:02,0.0,56,惠州,9.2969,11.1111,1,5,0.8,22,81,2,1,1,1,1,2,7,2,1,2,2,59,77,0,5,0,1,8,0,3,2,0,0,0,1,2,0,0,0,16,74,0,0,0,1,0,1
4042,2000002738495839,2019/3/16 16:09,0.0,63,赣州,9.2969,10.2305,1,2,0.5,26,35,0,1,0,1,1,1,2,2,0,1,1,42,16,4,0,0,0,0,0,0,0,0,0,24,19,15,21,24,10,3,1,0,5,0,0,1,1
