,user_id,age_month,learn_num,finish_num,ppt,task,share,result
2523,2000002484577754,87,2,2,0,0,2,1
2524,2000002484628659,95,10,7,37,28,12,1
2525,2000002484882187,64,3,2,25,21,4,1
2526,2000002485282699,67,5,5,38,29,4,1
2527,2000002485362980,84,5,5,8,6,21,1
2530,2000002486998570,48,2,2,53,23,11,1
2531,2000002486999125,68,1,1,23,18,6,1
2532,2000002486999309,72,2,2,17,12,4,1
2533,2000002486999502,67,2,2,44,33,6,1
2534,2000002486999716,59,2,2,0,0,0,1
2535,2000002486999725,62,3,3,60,29,15,1
2536,2000002487000472,55,3,2,37,24,5,1
2539,2000002487009951,79,8,8,39,50,11,1
2542,2000002487021467,78,9,6,31,33,13,1
2543,2000002487029767,65,2,2,21,15,9,1
2544,2000002487029797,56,2,2,17,12,4,1
2545,2000002487031459,63,6,5,37,30,8,1
2547,2000002487033966,76,5,5,25,18,9,1
2548,2000002487033978,52,4,4,25,18,14,1
2549,2000002487040235,95,5,5,38,25,20,1
2551,2000002487098755,79,0,0,0,0,4,1
2552,2000002487099152,66,2,2,28,19,30,1
2553,2000002487099349,66,3,3,129,55,4,1
2554,2000002487099497,51,3,3,88,34,10,1
2555,2000002487100051,48,2,2,25,21,7,1
2557,2000002487101012,57,2,2,27,17,19,1
2558,2000002487103329,63,2,2,34,19,5,1
2559,2000002487103336,79,3,3,47,25,13,1
2560,2000002487103386,68,3,3,46,28,5,1
2561,2000002487106854,77,4,4,26,17,3,1
2562,2000002487114158,68,2,2,32,27,7,1
2563,2000002487114887,76,4,4,48,31,14,1
2564,2000002487116145,72,1,1,37,23,5,1
2566,2000002487117447,63,0,0,0,0,5,1
2567,2000002487119497,75,4,4,25,18,9,1
2568,2000002487123690,57,4,4,71,46,11,1
2570,2000002487129983,77,6,6,46,28,10,1
2573,2000002487135256,57,2,2,72,26,7,1
2574,2000002487135505,73,2,2,17,15,6,1
2575,2000002488169975,65,3,3,34,32,8,1
2576,2000002488781452,58,0,0,0,0,2,1
2577,2000002488790449,60,1,1,27,6,3,1
2579,2000002489395066,62,5,4,25,21,4,1
2581,2000002489499437,49,4,4,33,18,8,1
2582,2000002489501112,60,4,4,33,29,30,1
2583,2000002489504021,66,3,3,132,72,12,1
2585,2000002489505938,55,4,4,84,54,9,1
2586,2000002489509017,23,1,0,24,12,1,1
2588,2000002489533466,77,2,2,62,43,32,1
2589,2000002489535677,65,2,2,30,17,8,1
2592,2000002489543630,77,2,2,25,20,14,1
2593,2000002489547070,55,2,2,19,13,2,1
2594,2000002489551150,59,4,4,43,27,14,1
2595,2000002489552052,62,1,1,22,10,2,1
2596,2000002489553101,40,4,4,17,31,8,1
2598,2000002489554664,65,3,3,25,21,8,1
2599,2000002489554706,69,2,2,93,45,7,1
2601,2000002489565493,69,4,4,53,23,3,1
2602,2000002489569907,60,4,4,25,18,7,1
2603,2000002489580762,46,6,6,0,22,10,1
2604,2000002489586992,86,2,2,57,28,5,1
2605,2000002489592812,88,8,8,50,29,34,1
2607,2000002489595321,57,2,2,17,12,1,1
2608,2000002489601917,64,4,4,48,29,10,1
2610,2000002489604306,63,3,3,36,19,2,1
2611,2000002489605301,66,3,3,41,23,6,1
2612,2000002489605445,59,4,4,34,24,8,1
2613,2000002489606276,68,3,3,64,31,1,1
2614,2000002489606632,49,2,2,55,33,16,1
2615,2000002489607036,0,3,2,17,13,8,1
2616,2000002489609853,63,2,2,17,13,6,1
2620,2000002489620587,82,6,3,21,20,2,1
2621,2000002489621267,57,6,4,29,22,6,1
2623,2000002489627398,73,8,6,79,56,5,1
2624,2000002489631388,77,3,3,46,29,5,1
2626,2000002489635746,84,8,8,35,18,7,1
2627,2000002489643255,56,4,4,17,12,7,1
2630,2000002489661645,57,6,6,56,33,19,1
2631,2000002489684526,62,3,3,0,0,0,1
2633,2000002489685724,79,9,9,25,19,12,1
2637,2000002490754834,81,2,2,35,20,7,1
2639,2000002491457229,57,1,1,18,15,4,1
2640,2000002491465489,84,0,0,0,0,2,1
2641,2000002491545822,78,4,2,34,28,10,1
2642,2000002491598185,62,3,3,25,21,0,1
2643,2000002491600263,77,0,0,0,0,0,1
2644,2000002491602639,66,5,5,34,31,13,1
2645,2000002491607533,57,5,4,81,74,18,1
2646,2000002491609642,67,2,2,25,29,9,1
2648,2000002491631870,59,2,2,17,14,3,1
2650,2000002491634674,57,0,0,16,8,1,1
2651,2000002491635566,57,4,4,36,30,16,1
2652,2000002491636197,57,4,4,122,56,17,1
2653,2000002491637826,72,5,5,50,27,10,1
2654,2000002491640893,53,4,4,41,31,19,1
2655,2000002491641880,54,3,3,34,24,7,1
2656,2000002491642393,86,3,3,40,20,17,1
2657,2000002491643651,71,5,5,114,49,5,1
2658,2000002491645330,70,3,3,34,27,10,1
2660,2000002491647829,61,5,5,71,48,35,1
2661,2000002491649336,78,6,6,29,51,5,1
2662,2000002491650861,67,4,4,34,24,8,1
2664,2000002491652693,46,5,4,95,45,35,1
2665,2000002491654582,88,8,8,34,25,3,1
2666,2000002491655852,57,4,5,72,27,14,1
2667,2000002491659239,60,5,5,34,32,11,1
2668,2000002491659846,58,2,2,16,12,5,1
2669,2000002491668426,74,1,2,29,24,19,1
2670,2000002491670074,56,4,3,28,21,12,1
2672,2000002491676206,80,5,5,50,30,8,1
2674,2000002491680520,72,7,7,53,34,12,1
2676,2000002491680783,79,5,5,74,30,15,1
2677,2000002491682374,59,2,2,21,16,10,1
2679,2000002491714652,99,4,4,9,9,9,1
2680,2000002491723024,82,8,6,81,50,18,1
2681,2000002491728496,43,5,5,9,56,30,1
2683,2000002491729616,74,1,1,21,13,3,1
2684,2000002491731505,70,8,8,123,55,16,1
2685,2000002491734855,78,3,3,32,18,2,1
2686,2000002491738280,72,4,4,87,45,16,1
2687,2000002491738316,65,16,16,97,43,23,1
2688,2000002491739973,64,3,3,40,31,4,1
2689,2000002491740129,80,3,3,32,19,4,1
2690,2000002491740522,50,5,5,102,65,75,1
2691,2000002491741363,52,1,1,9,7,0,1
2694,2000002491751039,74,7,7,55,19,12,1
2695,2000002491751419,63,4,4,87,50,9,1
2696,2000002491752313,71,3,3,25,17,1,1
2697,2000002491752334,72,0,0,10,8,2,1
2698,2000002491752544,89,4,5,42,24,6,1
2699,2000002491753073,57,7,5,150,58,19,1
2700,2000002491767031,64,3,3,34,19,9,1
2701,2000002491768239,67,4,4,46,28,5,1
2702,2000002491769633,66,1,1,11,6,8,1
2703,2000002491771809,71,2,2,24,24,16,1
2705,2000002491780130,74,1,3,25,21,5,1
2706,2000002491780527,70,4,4,53,31,8,1
2707,2000002491780713,74,3,3,34,27,25,1
2711,2000002493499403,70,4,5,43,29,6,1
2712,2000002493513251,71,5,5,35,23,4,1
2713,2000002493598231,48,4,5,53,28,3,1
2714,2000002493601288,55,0,0,0,0,0,1
2719,2000002494506355,66,8,8,38,29,28,1
2721,2000002494815087,57,1,0,0,0,0,1
2723,2000002495321833,78,4,4,34,25,0,1
2724,2000002495795428,86,6,6,34,28,4,1
2725,2000002495795923,71,4,4,34,24,5,1
2726,2000002495796734,62,1,0,0,1,0,1
2729,2000002495800227,80,0,0,17,13,17,1
2730,2000002495802749,76,0,2,27,17,6,1
2731,2000002495803261,87,4,4,45,27,3,1
2732,2000002495895703,65,4,4,40,24,6,1
2733,2000002495898032,65,4,3,34,24,9,1
2734,2000002495900010,62,2,1,13,9,2,1
2735,2000002495900786,34,6,6,68,21,15,1
2736,2000002495902411,52,4,5,34,29,2,1
2737,2000002495904575,63,4,4,60,41,18,1
2738,2000002495904669,60,6,7,25,23,8,1
2739,2000002496203787,66,3,3,50,26,17,1
2741,2000002496216218,3,4,1,74,16,0,1
2742,2000002496217847,75,4,4,34,30,4,1
2745,2000002496221832,54,3,3,0,12,4,1
2746,2000002496226906,95,0,0,0,0,0,1
2749,2000002496229050,48,7,8,67,34,19,1
2750,2000002496230866,56,9,9,43,32,16,1
2751,2000002496231782,3,5,6,41,26,15,1
2752,2000002496233066,74,2,2,25,24,18,1
2753,2000002496234006,59,1,2,17,15,3,1
2754,2000002496236391,69,2,3,50,31,3,1
2755,2000002496238137,75,5,6,43,28,15,1
2756,2000002496239372,86,8,8,34,24,18,1
2757,2000002496240225,57,2,2,25,19,9,1
2759,2000002496295304,76,10,10,99,67,8,1
2760,2000002496305575,97,4,4,39,25,15,1
2761,2000002496308341,79,2,2,30,21,12,1
2762,2000002496315291,66,0,0,0,0,0,1
2763,2000002496316485,67,7,6,34,28,0,1
2764,2000002496318900,81,4,4,62,37,11,1
2765,2000002496321054,62,5,5,51,26,6,1
2766,2000002496321208,62,2,2,42,34,7,1
2767,2000002496322701,69,4,5,85,50,3,1
2768,2000002496322744,44,2,3,32,24,18,1
2770,2000002496323461,52,2,1,20,13,5,1
2774,2000002496330064,57,2,2,28,14,4,1
2775,2000002496330313,68,1,1,17,14,7,1
2777,2000002496330985,66,7,7,34,26,14,1
2778,2000002496331387,52,2,3,51,28,9,1
2780,2000002496331747,68,9,10,43,37,22,1
2781,2000002496333984,77,5,5,40,24,10,1
2785,2000002498062098,79,7,5,41,29,15,1
2786,2000002498661728,79,0,0,0,0,0,1
2787,2000002499098776,45,3,4,59,73,19,1
2790,2000002499117035,74,2,2,25,23,8,1
2792,2000002499121355,77,0,0,0,0,0,1
2794,2000002499123702,77,6,6,25,18,15,1
2796,2000002499201382,46,5,5,49,28,3,1
2797,2000002499211456,64,3,4,34,27,0,1
2800,2000002499219659,99,0,0,0,0,0,1
2801,2000002499221430,57,2,2,36,16,6,1
2803,2000002499225163,55,4,4,159,96,5,1
2804,2000002500444885,48,11,11,39,53,26,1
2805,2000002500799192,39,9,9,9,24,32,1
2809,2000002502096353,35,2,2,0,0,0,1
2812,2000002502098169,64,4,3,33,23,2,1
2813,2000002502098512,62,0,0,9,7,2,1
2816,2000002502121313,63,2,2,26,7,2,1
2819,2000002502129484,62,3,3,34,24,8,1
2820,2000002502129648,71,4,4,34,33,7,1
2821,2000002502135425,39,4,4,0,15,7,1
2822,2000002502138798,47,5,5,34,29,13,1
2823,2000002502138886,71,9,8,42,32,16,1
2826,2000002502195079,60,2,2,36,30,8,1
2827,2000002502199631,62,3,3,91,29,10,1
2828,2000002502203579,68,0,0,10,8,3,1
2829,2000002502205037,33,5,4,9,7,6,1
2832,2000002502208658,36,7,4,0,47,17,1
2833,2000002502210872,65,0,0,0,0,1,1
2837,2000002502222824,49,4,4,17,20,6,1
2838,2000002502222988,41,4,4,42,29,10,1
2839,2000002502223785,51,6,6,36,26,8,1
2841,2000002502225368,58,3,3,34,29,16,1
2842,2000002502230074,0,4,4,17,15,5,1
2843,2000002502232513,47,4,4,164,74,8,1
2844,2000002502235739,60,10,10,63,28,23,1
2845,2000002502237245,90,10,10,25,18,10,1
2847,2000002502240755,74,23,23,38,41,19,1
2848,2000002502256645,60,7,7,34,36,21,1
2849,2000002502281766,100,2,2,0,0,1,1
2852,2000002504120663,90,3,3,27,25,2,1
2853,2000002504545819,67,1,1,18,6,2,1
2854,2000002504552947,4,2,1,17,14,13,1
2857,2000002504554198,80,6,6,9,5,4,1
2858,2000002504555233,43,7,6,28,26,12,1
2860,2000002504556408,63,10,9,34,26,10,1
2861,2000002504568127,58,4,4,62,35,11,1
2863,2000002504570645,74,4,4,34,33,14,1
2865,2000002504573375,76,2,2,17,17,8,1
2867,2000002504577095,62,3,3,31,23,5,1
2868,2000002504579508,75,2,2,29,19,1,1
2869,2000002504579577,52,4,4,115,74,7,1
2871,2000002504606638,64,7,7,34,30,28,1
2872,2000002504612948,85,6,6,48,32,17,1
2873,2000002504625849,73,3,3,26,27,5,1
2875,2000002504631837,54,2,2,25,22,2,1
2876,2000002504639415,65,3,3,65,57,7,1
2877,2000002504647209,52,2,2,17,14,0,1
2878,2000002504647211,61,2,2,54,27,4,1
2879,2000002504649019,1,1,1,52,17,1,1
2880,2000002504652083,71,1,0,12,7,0,1
2881,2000002504655016,66,5,5,34,26,15,1
2882,2000002504656377,39,6,5,17,29,13,1
2884,2000002504664182,54,3,2,36,32,64,1
2887,2000002504669662,71,4,4,42,33,4,1
2888,2000002504672768,57,4,4,57,37,20,1
2890,2000002504689202,76,6,6,17,14,13,1
2891,2000002504689531,69,1,1,18,14,5,1
2894,2000002505259266,66,1,2,29,20,7,1
2896,2000002505941519,46,6,3,18,9,1,1
2897,2000002506200907,62,8,8,34,42,18,1
2898,2000002506212771,87,2,2,17,15,2,1
2899,2000002506215056,68,9,9,74,55,20,1
2900,2000002506221245,78,4,4,58,26,19,1
2902,2000002506233639,54,1,0,9,8,1,1
2903,2000002506240345,75,2,3,25,21,2,1
2905,2000002506258373,64,3,2,17,18,3,1
2906,2000002506258428,46,6,2,32,26,3,1
2908,2000002506261810,59,3,3,14,6,0,1
2909,2000002506267318,42,1,2,0,72,0,1
2910,2000002506273780,72,6,6,52,39,2,1
2911,2000002506282965,67,4,4,56,43,12,1
2912,2000002506287057,69,1,1,99,81,15,1
2913,2000002506288501,65,3,3,29,19,3,1
2915,2000002506301028,62,5,5,45,35,8,1
2916,2000002506301455,76,5,4,30,19,6,1
2917,2000002506304886,73,4,4,32,19,13,1
2920,2000002506318778,64,7,7,45,37,22,1
2923,2000002506325349,56,7,8,81,70,17,1
2924,2000002506330503,65,4,3,33,29,13,1
2926,2000002506358623,71,10,10,33,28,17,1
2928,2000002506361206,63,5,5,41,31,8,1
2929,2000002506361898,88,5,5,0,0,21,1
2930,2000002506365812,53,1,1,38,31,4,1
2931,2000002506366310,53,6,6,61,42,13,1
2934,2000002506368276,53,5,4,25,29,3,1
2937,2000002506369293,82,0,0,0,0,0,1
2940,2000002506369829,43,2,2,25,25,8,1
2941,2000002506372352,76,3,3,63,59,8,1
2942,2000002506383404,78,5,5,70,49,6,1
2943,2000002506387600,62,4,0,220,39,0,1
2944,2000002506395161,95,0,0,0,0,0,1
2946,2000002506684515,91,0,0,0,0,0,1
2948,2000002508401458,55,3,2,28,23,16,1
2950,2000002510805547,37,3,3,23,19,9,1
2951,2000002510898393,78,2,2,31,25,13,1
2952,2000002510904160,77,2,2,30,14,2,1
2954,2000002510906196,76,6,6,34,29,10,1
2955,2000002510910477,66,5,5,43,31,15,1
2957,2000002511040152,63,1,1,33,31,17,1
2960,2000002512200698,117,9,9,34,29,5,1
2961,2000002512201600,57,4,2,71,22,1,1
2963,2000002512204736,74,9,9,77,68,16,1
2964,2000002512214919,69,5,5,90,79,21,1
2965,2000002512217392,81,14,14,38,44,4,1
2966,2000002512220600,74,4,4,55,45,7,1
2967,2000002512230498,67,4,4,52,24,0,1
2971,2000002512236610,49,2,1,32,14,0,1
2972,2000002512299048,48,3,3,61,54,10,1
2973,2000002512300039,70,2,2,17,15,9,1
2974,2000002512302371,79,4,4,43,33,17,1
2975,2000002512303085,87,2,1,11,18,0,1
2976,2000002512315224,35,8,6,0,55,13,1
2977,2000002512316841,64,4,4,73,53,29,1
2978,2000002512318875,52,2,2,17,16,1,1
2979,2000002512324311,0,6,6,35,29,14,1
2980,2000002512325147,73,3,1,42,23,4,1
2981,2000002512327397,92,2,2,9,7,3,1
2982,2000002512333623,4,0,0,0,0,0,1
2983,2000002512335334,58,4,4,115,80,4,1
2984,2000002512335884,58,5,5,17,22,5,1
2985,2000002512336201,60,3,4,50,43,6,1
2986,2000002512336319,81,2,3,46,35,13,1
2988,2000002512497182,90,0,0,0,0,0,1
2989,2000002513024075,82,9,7,34,42,17,1
2990,2000002513100312,65,0,0,0,0,0,1
2991,2000002513103892,59,5,6,34,28,15,1
2992,2000002513109143,88,4,4,38,31,0,1
2994,2000002514560976,40,1,1,21,15,3,1
2996,2000002516398000,70,2,2,17,14,6,1
2997,2000002516398970,80,0,0,0,0,0,1
2998,2000002516403852,77,4,4,35,29,7,1
3000,2000002516419201,67,3,2,35,30,3,1
3001,2000002516420247,87,3,3,29,21,1,1
3003,2000002516425979,100,6,4,9,7,0,1
3004,2000002516431181,67,1,1,13,14,2,1
3007,2000002516432097,0,3,3,43,33,16,1
3008,2000002516432102,72,2,4,73,64,13,1
3010,2000002516433339,70,1,1,0,0,0,1
3011,2000002516443196,47,2,2,53,28,8,1
3012,2000002516443974,68,3,3,34,28,12,1
3014,2000002516497827,58,0,0,0,0,0,1
3015,2000002516498036,76,2,3,83,64,26,1
3016,2000002516500488,88,0,0,0,0,0,1
3017,2000002516503792,49,4,5,34,29,10,1
3020,2000002516525603,56,2,3,98,61,24,1
3022,2000002516529504,78,8,7,81,70,18,1
3024,2000002516532517,60,7,7,63,40,16,1
3026,2000002516534898,76,2,2,34,28,4,1
3028,2000002516541437,59,6,6,32,32,13,1
3029,2000002516542590,74,4,2,0,0,0,1
3030,2000002516542920,63,5,5,47,17,3,1
3031,2000002517637231,67,0,1,26,24,7,1
3032,2000002517840978,72,10,9,34,47,15,1
3033,2000002517979412,65,3,3,34,28,4,1
3034,2000002519001014,58,6,5,55,48,8,1
3035,2000002519001961,91,6,6,12,7,12,1
3036,2000002519007335,73,6,6,33,30,6,1
3037,2000002519007524,88,3,3,0,0,5,1
3038,2000002519015967,52,2,2,17,17,10,1
3039,2000002519016497,67,2,2,25,21,7,1
3040,2000002519016612,53,5,2,27,23,8,1
3041,2000002519017998,53,9,9,99,87,14,1
3042,2000002519021671,44,6,6,61,82,40,1
3043,2000002519197128,46,3,2,28,20,5,1
3044,2000002519199417,89,2,2,0,0,0,1
3047,2000002519204611,66,6,6,72,59,1,1
3048,2000002519218175,59,4,3,32,24,7,1
3049,2000002519222172,70,5,5,34,34,16,1
3050,2000002519222891,66,1,0,4,5,0,1
3051,2000002519224102,61,4,0,12,14,3,1
3052,2000002519225017,82,2,2,0,0,9,1
3053,2000002519227137,0,3,3,25,21,8,1
3054,2000002519232473,50,2,2,44,22,8,1
3055,2000002519507808,79,11,9,34,29,0,1
3056,2000002520288532,77,3,3,29,21,7,1
3057,2000002520322156,88,2,3,18,14,6,1
3058,2000002520459937,68,7,7,57,71,6,1
3061,2000002521009087,56,2,2,31,22,10,1
3062,2000002521012568,72,2,2,51,44,15,1
3064,2000002521022651,63,4,4,0,0,0,1
3065,2000002521029741,88,1,1,30,15,3,1
3066,2000002521038903,85,4,4,34,28,2,1
3067,2000002521046866,69,4,4,42,29,8,1
3068,2000002521062230,70,7,5,39,29,12,1
3070,2000002521074045,63,4,4,75,43,11,1
3071,2000002521074136,45,3,3,74,52,25,1
3072,2000002521075173,40,8,8,87,103,53,1
3073,2000002521077089,72,11,6,77,48,0,1
3074,2000002521079098,51,2,2,34,22,9,1
3075,2000002521081526,51,7,6,17,16,6,1
3076,2000002521083925,65,3,3,53,29,6,1
3077,2000002521084737,89,1,1,15,15,2,1
3079,2000002521085259,29,1,1,0,8,16,1
3080,2000002521085405,111,4,4,34,31,11,1
3082,2000002521088614,101,6,6,17,14,6,1
3083,2000002521093419,85,8,7,26,24,16,1
3084,2000002521106084,106,3,2,0,0,3,1
3086,2000002521109522,76,13,13,62,48,18,1
3087,2000002521125360,89,2,2,25,20,4,1
3088,2000002521130570,72,5,5,38,28,6,1
3089,2000002521137805,77,5,5,72,37,12,1
3092,2000002521155206,73,2,2,28,25,1,1
3093,2000002521162998,52,2,2,0,0,0,1
3094,2000002521165309,48,0,0,0,0,0,1
3096,2000002521179218,79,7,7,49,34,20,1
3097,2000002521183765,34,9,5,14,48,1,1
3098,2000002521184893,61,5,5,25,22,1,1
3100,2000002521185890,98,6,7,34,45,19,1
3102,2000002522362282,42,1,0,0,4,2,1
3103,2000002523091187,56,5,4,50,34,4,1
3105,2000002523564786,53,1,0,18,13,0,1
3108,2000002523808321,64,3,3,48,28,1,1
3112,2000002523828347,63,6,5,124,99,28,1
3114,2000002523833043,67,8,9,42,44,60,1
3116,2000002523841702,65,5,6,17,14,3,1
3117,2000002523843044,88,9,9,25,21,23,1
3118,2000002523851098,59,0,1,25,22,0,1
3120,2000002523859542,84,4,4,72,43,10,1
3122,2000002523871733,64,4,3,20,17,1,1
3123,2000002523874984,33,4,4,8,66,14,1
3125,2000002523897276,79,4,4,78,44,15,1
3127,2000002523907639,71,8,8,25,23,13,1
3128,2000002523913155,75,3,3,63,34,7,1
3129,2000002523915068,62,3,1,42,23,12,1
3130,2000002523916932,54,5,4,36,33,12,1
3131,2000002523925216,59,9,9,59,50,18,1
3132,2000002523938290,72,9,10,50,39,17,1
3133,2000002523940741,72,2,3,25,22,2,1
3134,2000002523941239,79,6,5,71,40,2,1
3135,2000002523946909,76,4,4,54,43,12,1
3136,2000002523948746,69,2,2,17,15,2,1
3137,2000002523970780,58,5,4,34,30,13,1
3138,2000002523972301,71,2,2,17,14,2,1
3139,2000002523972880,44,4,3,18,20,10,1
3140,2000002523973890,69,3,3,83,59,13,1
3141,2000002523974026,113,14,14,0,0,8,1
3142,2000002523980519,49,4,4,38,29,0,1
3143,2000002523983655,100,3,3,0,0,3,1
3144,2000002524341253,75,8,6,23,39,6,1
3145,2000002524537322,63,2,2,17,14,1,1
3146,2000002528158661,78,3,4,42,30,4,1
3148,2000002529899229,75,3,1,9,11,3,1
3151,2000002530307735,83,2,1,0,0,1,1
3152,2000002530318108,60,5,2,24,17,1,1
3153,2000002530322999,76,1,2,40,32,5,1
3155,2000002530410068,87,7,7,34,31,8,1
3156,2000002530422305,52,6,6,34,28,22,1
3158,2000002531661276,76,7,8,31,23,11,1
3159,2000002531736716,59,2,1,19,18,0,1
3160,2000002534896047,75,3,4,46,30,12,1
3162,2000002535095680,70,4,4,36,28,4,1
3163,2000002535097697,60,4,3,9,8,0,1
3164,2000002535105224,53,2,2,0,0,0,1
3166,2000002537905233,75,2,2,17,14,6,1
3167,2000002538014955,66,2,2,14,9,4,1
3169,2000002538305308,39,3,3,0,0,0,1
3170,2000002538308383,66,7,8,42,34,8,1
3172,2000002538315148,76,2,1,8,17,1,1
3173,2000002538316348,70,8,8,48,30,4,1
3174,2000002538326426,80,6,7,88,61,12,1
3175,2000002538327364,63,4,4,25,21,6,1
3176,2000002538327646,58,3,3,33,21,6,1
3178,2000002538401351,50,3,4,52,28,15,1
3180,2000002538408700,48,7,8,17,33,22,1
3181,2000002538409594,54,1,0,28,9,1,1
3182,2000002538413177,52,7,3,31,24,25,1
3183,2000002538417892,103,0,0,8,8,2,1
3184,2000002539419057,79,2,2,19,18,10,1
3185,2000002539648549,63,3,3,25,24,8,1
3186,2000002544395980,64,6,5,34,29,19,1
3188,2000002544403024,39,5,3,30,32,6,1
3189,2000002544407129,52,2,2,48,34,10,1
3190,2000002544410150,69,2,0,41,12,0,1
3196,2000002544443070,42,4,2,19,14,1,1
3198,2000002544496331,77,0,0,0,0,0,1
3199,2000002544502689,70,8,8,79,51,9,1
3201,2000002544506444,49,5,5,49,32,3,1
3203,2000002544512663,74,4,4,92,28,13,1
3204,2000002544523067,67,8,8,36,28,0,1
3205,2000002544523681,71,4,4,36,30,20,1
3206,2000002544539406,41,15,14,92,116,43,1
3208,2000002544544405,77,2,1,10,11,1,1
3209,2000002544545642,55,5,5,34,27,7,1
3210,2000002547356998,74,5,5,34,30,4,1
3211,2000002547371836,94,4,3,17,15,4,1
3213,2000002548003725,76,3,3,27,21,1,1
3214,2000002550295217,80,2,2,8,26,6,1
3215,2000002550297574,67,4,4,34,28,1,1
3216,2000002550303664,76,8,8,42,39,16,1
3217,2000002550306701,93,3,1,18,11,2,1
3219,2000002550314299,75,4,3,36,30,12,1
3220,2000002550317858,73,4,4,25,22,26,1
3221,2000002550321078,66,2,2,48,32,3,1
3222,2000002550322898,62,8,4,66,43,1,1
3224,2000002550325587,47,0,0,0,0,0,1
3225,2000002550326747,80,3,3,57,47,32,1
3227,2000002550343750,55,0,0,0,0,0,1
3228,2000002550344313,67,6,5,51,26,1,1
3230,2000002550361867,98,10,10,42,29,19,1
3231,2000002550369449,60,3,3,0,0,0,1
3232,2000002550376502,59,3,3,0,0,12,1
3233,2000002550389183,89,6,6,29,22,5,1
3234,2000002550391459,74,4,4,0,0,0,1
3236,2000002550395293,57,8,8,45,29,11,1
3237,2000002550398168,62,0,0,0,0,0,1
3238,2000002550400755,75,4,5,37,33,6,1
3240,2000002550420579,83,4,2,65,53,1,1
3241,2000002550421332,73,12,12,27,22,24,1
3242,2000002550422624,78,4,4,42,32,24,1
3243,2000002550432977,54,1,2,27,21,3,1
3245,2000002550434275,60,4,4,68,42,4,1
3247,2000002550444009,76,7,8,55,39,63,1
3248,2000002550456777,68,5,5,61,34,11,1
3249,2000002550460583,63,6,6,48,25,6,1
3250,2000002550462692,60,4,4,25,23,7,1
3253,2000002550488272,45,3,3,74,48,14,1
3254,2000002550490813,65,2,2,34,26,10,1
3255,2000002550491908,54,5,5,47,34,9,1
3256,2000002550494617,44,2,3,0,29,15,1
3258,2000002551752505,85,9,9,36,50,17,1
3260,2000002551959656,40,5,5,83,39,9,1
3262,2000002552524081,53,3,3,34,26,10,1
3263,2000002552831054,78,3,4,34,34,8,1
3264,2000002553196687,64,2,2,25,21,5,1
3265,2000002553196744,62,6,6,25,33,1,1
3267,2000002553197443,65,5,5,90,37,8,1
3268,2000002553197594,48,3,3,34,21,7,1
3269,2000002553197937,63,0,0,9,7,2,1
3270,2000002553201816,62,5,5,36,32,13,1
3271,2000002553202772,58,4,2,53,35,18,1
3273,2000002553203326,71,3,3,25,21,9,1
3274,2000002553204383,4,11,9,26,23,3,1
3275,2000002553209811,68,5,5,34,28,17,1
3277,2000002553296379,56,2,2,23,15,4,1
3278,2000002553298343,72,8,8,51,27,14,1
3279,2000002553298621,88,1,1,17,13,2,1
3280,2000002553298765,52,3,3,38,27,20,1
3283,2000002553307387,83,4,4,39,29,11,1
3284,2000002555297217,80,5,5,42,28,7,1
3287,2000002555326688,57,4,4,36,30,8,1
3288,2000002555327953,44,4,4,0,16,3,1
3289,2000002555329020,69,4,4,40,36,1,1
3290,2000002555329672,53,1,1,146,27,4,1
3291,2000002555331908,63,0,0,0,0,1,1
3293,2000002555332574,57,4,4,34,33,3,1
3294,2000002555334989,55,5,5,17,48,11,1
3295,2000002555343597,101,5,5,0,0,21,1
3296,2000002555358678,90,3,3,0,0,11,1
3297,2000002555363281,72,4,5,34,28,9,1
3298,2000002555363647,53,3,3,45,37,3,1
3299,2000002555369083,62,4,4,73,49,11,1
3301,2000002555370379,59,9,7,69,43,8,1
3302,2000002555370478,68,7,7,45,29,10,1
3303,2000002555370784,72,2,2,34,28,3,1
3305,2000002555372691,48,7,8,25,53,30,1
3306,2000002555372825,60,13,15,43,54,55,1
3307,2000002555373769,78,4,4,25,21,12,1
3308,2000002555379774,103,5,4,0,0,6,1
3310,2000002555497094,52,5,5,42,36,1,1
3311,2000002555497289,80,4,4,43,33,12,1
3313,2000002555506902,91,0,0,10,7,2,1
3314,2000002555507677,59,7,6,38,25,11,1
3315,2000002555511915,78,16,16,35,52,45,1
3316,2000002555529057,83,4,3,0,0,22,1
3317,2000002555531664,45,3,3,43,36,14,1
3318,2000002555531777,84,6,5,34,33,30,1
3319,2000002555534227,63,2,1,90,36,0,1
3320,2000002555544453,77,5,5,66,35,18,1
3321,2000002555561607,62,13,13,28,21,10,1
3322,2000002555565876,73,4,4,38,28,14,1
3324,2000002555568876,48,5,5,81,55,24,1
3326,2000002555570389,56,0,0,9,7,1,1
3327,2000002555571719,53,4,3,79,29,4,1
3328,2000002555577350,66,2,2,17,15,3,1
3329,2000002557848691,75,5,4,35,23,4,1
3330,2000002558642423,49,5,4,50,35,1,1
3331,2000002558694209,84,4,3,0,0,6,1
3332,2000002559090942,82,9,9,26,32,19,1
3336,2000002563525722,67,8,9,34,36,7,1
3338,2000002565806408,85,0,0,0,0,0,1
3340,2000002566005140,82,8,8,0,0,2,1
3342,2000002569116262,60,4,4,17,14,1,1
3343,2000002569123868,99,1,1,0,0,3,1
